animal_1,animal_2,chosen_1,chosen_2,win_rate
sheep,pig,"[6, 7, 8, 9]","[14, 15, 19, 20]",0.5
sheep,pig,"[6, 7, 8, 9]","[16, 17, 21, 22]",0.37
sheep,pig,"[6, 7, 8, 9]","[17, 18, 22, 23]",0.51
sheep,pig,"[6, 7, 8, 9]","[18, 19, 23, 24]",0.44
sheep,pig,"[6, 7, 8, 9]","[19, 20, 24, 25]",0.44
sheep,pig,"[7, 8, 9, 10]","[11, 12, 16, 17]",0.54
sheep,pig,"[7, 8, 9, 10]","[12, 13, 17, 18]",0.59
sheep,pig,"[7, 8, 9, 10]","[13, 14, 18, 19]",0.7
sheep,pig,"[7, 8, 9, 10]","[14, 15, 19, 20]",0.49
sheep,pig,"[7, 8, 9, 10]","[16, 17, 21, 22]",0.38
sheep,pig,"[7, 8, 9, 10]","[17, 18, 22, 23]",0.42
sheep,pig,"[7, 8, 9, 10]","[18, 19, 23, 24]",0.56
sheep,pig,"[7, 8, 9, 10]","[19, 20, 24, 25]",0.46
sheep,pig,"[11, 12, 13, 14]","[1, 2, 6, 7]",0.32
sheep,pig,"[11, 12, 13, 14]","[2, 3, 7, 8]",0.55
sheep,pig,"[11, 12, 13, 14]","[3, 4, 8, 9]",0.62
sheep,pig,"[11, 12, 13, 14]","[4, 5, 9, 10]",0.38
sheep,pig,"[11, 12, 13, 14]","[16, 17, 21, 22]",0.32
sheep,pig,"[11, 12, 13, 14]","[17, 18, 22, 23]",0.57
sheep,pig,"[11, 12, 13, 14]","[18, 19, 23, 24]",0.68
sheep,pig,"[11, 12, 13, 14]","[19, 20, 24, 25]",0.34
sheep,pig,"[12, 13, 14, 15]","[1, 2, 6, 7]",0.29
sheep,pig,"[12, 13, 14, 15]","[2, 3, 7, 8]",0.54
sheep,pig,"[12, 13, 14, 15]","[3, 4, 8, 9]",0.57
sheep,pig,"[12, 13, 14, 15]","[4, 5, 9, 10]",0.35
sheep,pig,"[12, 13, 14, 15]","[16, 17, 21, 22]",0.36
sheep,pig,"[12, 13, 14, 15]","[17, 18, 22, 23]",0.62
sheep,pig,"[12, 13, 14, 15]","[18, 19, 23, 24]",0.63
sheep,pig,"[12, 13, 14, 15]","[19, 20, 24, 25]",0.25
sheep,pig,"[16, 17, 18, 19]","[1, 2, 6, 7]",0.51
sheep,pig,"[16, 17, 18, 19]","[2, 3, 7, 8]",0.48
sheep,pig,"[16, 17, 18, 19]","[3, 4, 8, 9]",0.48
sheep,pig,"[16, 17, 18, 19]","[4, 5, 9, 10]",0.49
sheep,pig,"[16, 17, 18, 19]","[6, 7, 11, 12]",0.46
sheep,pig,"[16, 17, 18, 19]","[7, 8, 12, 13]",0.64
sheep,pig,"[16, 17, 18, 19]","[8, 9, 13, 14]",0.63
sheep,pig,"[16, 17, 18, 19]","[9, 10, 14, 15]",0.49
sheep,pig,"[17, 18, 19, 20]","[1, 2, 6, 7]",0.41
sheep,pig,"[17, 18, 19, 20]","[2, 3, 7, 8]",0.54
sheep,pig,"[17, 18, 19, 20]","[3, 4, 8, 9]",0.52
sheep,pig,"[17, 18, 19, 20]","[4, 5, 9, 10]",0.47
sheep,pig,"[17, 18, 19, 20]","[6, 7, 11, 12]",0.54
sheep,pig,"[17, 18, 19, 20]","[7, 8, 12, 13]",0.65
sheep,pig,"[17, 18, 19, 20]","[8, 9, 13, 14]",0.63
sheep,pig,"[17, 18, 19, 20]","[9, 10, 14, 15]",0.49
sheep,pig,"[21, 22, 23, 24]","[1, 2, 6, 7]",0.22
sheep,pig,"[21, 22, 23, 24]","[2, 3, 7, 8]",0.3
sheep,pig,"[21, 22, 23, 24]","[3, 4, 8, 9]",0.26
sheep,pig,"[21, 22, 23, 24]","[4, 5, 9, 10]",0.28
sheep,pig,"[21, 22, 23, 24]","[6, 7, 11, 12]",0.21
sheep,pig,"[21, 22, 23, 24]","[7, 8, 12, 13]",0.45
sheep,pig,"[21, 22, 23, 24]","[8, 9, 13, 14]",0.39
sheep,pig,"[21, 22, 23, 24]","[9, 10, 14, 15]",0.35
sheep,pig,"[21, 22, 23, 24]","[11, 12, 16, 17]",0.27
sheep,pig,"[21, 22, 23, 24]","[12, 13, 17, 18]",0.44
sheep,pig,"[21, 22, 23, 24]","[13, 14, 18, 19]",0.33
sheep,pig,"[21, 22, 23, 24]","[14, 15, 19, 20]",0.21
sheep,pig,"[22, 23, 24, 25]","[1, 2, 6, 7]",0.17
sheep,pig,"[22, 23, 24, 25]","[2, 3, 7, 8]",0.24
sheep,pig,"[22, 23, 24, 25]","[3, 4, 8, 9]",0.31
sheep,pig,"[22, 23, 24, 25]","[4, 5, 9, 10]",0.19
sheep,pig,"[22, 23, 24, 25]","[6, 7, 11, 12]",0.27
sheep,pig,"[22, 23, 24, 25]","[7, 8, 12, 13]",0.42
sheep,pig,"[22, 23, 24, 25]","[8, 9, 13, 14]",0.44
sheep,pig,"[22, 23, 24, 25]","[9, 10, 14, 15]",0.29
sheep,pig,"[22, 23, 24, 25]","[11, 12, 16, 17]",0.25
sheep,pig,"[22, 23, 24, 25]","[12, 13, 17, 18]",0.37
sheep,pig,"[22, 23, 24, 25]","[13, 14, 18, 19]",0.42
sheep,pig,"[22, 23, 24, 25]","[14, 15, 19, 20]",0.27
pairing average win rate,0.40416666666666673, , , 
sheep,rabbit,"[1, 2, 3, 4]","[5, 10, 15, 20]",0.61
sheep,rabbit,"[1, 2, 3, 4]","[6, 11, 16, 21]",0.7
sheep,rabbit,"[1, 2, 3, 4]","[7, 12, 17, 22]",0.31
sheep,rabbit,"[1, 2, 3, 4]","[8, 13, 18, 23]",0.39
sheep,rabbit,"[1, 2, 3, 4]","[9, 14, 19, 24]",0.34
sheep,rabbit,"[1, 2, 3, 4]","[10, 15, 20, 25]",0.53
sheep,rabbit,"[2, 3, 4, 5]","[1, 6, 11, 16]",0.61
sheep,rabbit,"[2, 3, 4, 5]","[6, 11, 16, 21]",0.52
sheep,rabbit,"[2, 3, 4, 5]","[7, 12, 17, 22]",0.37
sheep,rabbit,"[2, 3, 4, 5]","[8, 13, 18, 23]",0.38
sheep,rabbit,"[2, 3, 4, 5]","[9, 14, 19, 24]",0.37
sheep,rabbit,"[2, 3, 4, 5]","[10, 15, 20, 25]",0.57
sheep,rabbit,"[6, 7, 8, 9]","[5, 10, 15, 20]",0.33
sheep,rabbit,"[6, 7, 8, 9]","[10, 15, 20, 25]",0.34
sheep,rabbit,"[7, 8, 9, 10]","[1, 6, 11, 16]",0.41
sheep,rabbit,"[7, 8, 9, 10]","[6, 11, 16, 21]",0.33
sheep,rabbit,"[11, 12, 13, 14]","[5, 10, 15, 20]",0.38
sheep,rabbit,"[11, 12, 13, 14]","[10, 15, 20, 25]",0.35
sheep,rabbit,"[12, 13, 14, 15]","[1, 6, 11, 16]",0.33
sheep,rabbit,"[12, 13, 14, 15]","[6, 11, 16, 21]",0.38
sheep,rabbit,"[16, 17, 18, 19]","[5, 10, 15, 20]",0.35
sheep,rabbit,"[16, 17, 18, 19]","[10, 15, 20, 25]",0.4
sheep,rabbit,"[17, 18, 19, 20]","[1, 6, 11, 16]",0.35
sheep,rabbit,"[17, 18, 19, 20]","[6, 11, 16, 21]",0.39
sheep,rabbit,"[21, 22, 23, 24]","[1, 6, 11, 16]",0.7
sheep,rabbit,"[21, 22, 23, 24]","[2, 7, 12, 17]",0.4
sheep,rabbit,"[21, 22, 23, 24]","[3, 8, 13, 18]",0.42
sheep,rabbit,"[21, 22, 23, 24]","[4, 9, 14, 19]",0.3
sheep,rabbit,"[21, 22, 23, 24]","[5, 10, 15, 20]",0.55
sheep,rabbit,"[21, 22, 23, 24]","[10, 15, 20, 25]",0.71
sheep,rabbit,"[22, 23, 24, 25]","[1, 6, 11, 16]",0.55
sheep,rabbit,"[22, 23, 24, 25]","[2, 7, 12, 17]",0.36
sheep,rabbit,"[22, 23, 24, 25]","[3, 8, 13, 18]",0.39
sheep,rabbit,"[22, 23, 24, 25]","[4, 9, 14, 19]",0.3
sheep,rabbit,"[22, 23, 24, 25]","[5, 10, 15, 20]",0.56
sheep,rabbit,"[22, 23, 24, 25]","[6, 11, 16, 21]",0.62
pairing average win rate,0.4416666666666667, , , 
sheep,horse,"[1, 2, 3, 4]","[5, 10, 15]",1.0
sheep,horse,"[1, 2, 3, 4]","[6, 11, 16]",0.54
sheep,horse,"[1, 2, 3, 4]","[7, 12, 17]",0.33
sheep,horse,"[1, 2, 3, 4]","[8, 13, 18]",0.35
sheep,horse,"[1, 2, 3, 4]","[9, 14, 19]",0.38
sheep,horse,"[1, 2, 3, 4]","[10, 15, 20]",0.7
sheep,horse,"[1, 2, 3, 4]","[11, 16, 21]",0.53
sheep,horse,"[1, 2, 3, 4]","[12, 17, 22]",0.62
sheep,horse,"[1, 2, 3, 4]","[13, 18, 23]",0.62
sheep,horse,"[1, 2, 3, 4]","[14, 19, 24]",0.65
sheep,horse,"[1, 2, 3, 4]","[15, 20, 25]",0.78
sheep,horse,"[2, 3, 4, 5]","[1, 6, 11]",1.0
sheep,horse,"[2, 3, 4, 5]","[6, 11, 16]",0.67
sheep,horse,"[2, 3, 4, 5]","[7, 12, 17]",0.42
sheep,horse,"[2, 3, 4, 5]","[8, 13, 18]",0.42
sheep,horse,"[2, 3, 4, 5]","[9, 14, 19]",0.46
sheep,horse,"[2, 3, 4, 5]","[10, 15, 20]",0.49
sheep,horse,"[2, 3, 4, 5]","[11, 16, 21]",0.7
sheep,horse,"[2, 3, 4, 5]","[12, 17, 22]",0.53
sheep,horse,"[2, 3, 4, 5]","[13, 18, 23]",0.66
sheep,horse,"[2, 3, 4, 5]","[14, 19, 24]",0.54
sheep,horse,"[2, 3, 4, 5]","[15, 20, 25]",0.5
sheep,horse,"[6, 7, 8, 9]","[5, 10, 15]",0.44
sheep,horse,"[6, 7, 8, 9]","[10, 15, 20]",0.65
sheep,horse,"[6, 7, 8, 9]","[11, 16, 21]",0.4
sheep,horse,"[6, 7, 8, 9]","[12, 17, 22]",0.57
sheep,horse,"[6, 7, 8, 9]","[13, 18, 23]",0.57
sheep,horse,"[6, 7, 8, 9]","[14, 19, 24]",0.53
sheep,horse,"[6, 7, 8, 9]","[15, 20, 25]",0.38
sheep,horse,"[7, 8, 9, 10]","[1, 6, 11]",0.48
sheep,horse,"[7, 8, 9, 10]","[6, 11, 16]",0.51
sheep,horse,"[7, 8, 9, 10]","[11, 16, 21]",0.38
sheep,horse,"[7, 8, 9, 10]","[12, 17, 22]",0.49
sheep,horse,"[7, 8, 9, 10]","[13, 18, 23]",0.46
sheep,horse,"[7, 8, 9, 10]","[14, 19, 24]",0.51
sheep,horse,"[7, 8, 9, 10]","[15, 20, 25]",0.31
sheep,horse,"[11, 12, 13, 14]","[5, 10, 15]",0.26
sheep,horse,"[11, 12, 13, 14]","[10, 15, 20]",0.4
sheep,horse,"[11, 12, 13, 14]","[15, 20, 25]",0.23
sheep,horse,"[12, 13, 14, 15]","[1, 6, 11]",0.28
sheep,horse,"[12, 13, 14, 15]","[6, 11, 16]",0.26
sheep,horse,"[12, 13, 14, 15]","[11, 16, 21]",0.24
sheep,horse,"[16, 17, 18, 19]","[1, 6, 11]",0.4
sheep,horse,"[16, 17, 18, 19]","[2, 7, 12]",0.58
sheep,horse,"[16, 17, 18, 19]","[3, 8, 13]",0.44
sheep,horse,"[16, 17, 18, 19]","[4, 9, 14]",0.55
sheep,horse,"[16, 17, 18, 19]","[5, 10, 15]",0.34
sheep,horse,"[16, 17, 18, 19]","[10, 15, 20]",0.59
sheep,horse,"[16, 17, 18, 19]","[15, 20, 25]",0.47
sheep,horse,"[17, 18, 19, 20]","[1, 6, 11]",0.3
sheep,horse,"[17, 18, 19, 20]","[2, 7, 12]",0.54
sheep,horse,"[17, 18, 19, 20]","[3, 8, 13]",0.61
sheep,horse,"[17, 18, 19, 20]","[4, 9, 14]",0.5
sheep,horse,"[17, 18, 19, 20]","[5, 10, 15]",0.26
sheep,horse,"[17, 18, 19, 20]","[6, 11, 16]",0.72
sheep,horse,"[17, 18, 19, 20]","[11, 16, 21]",0.46
sheep,horse,"[21, 22, 23, 24]","[1, 6, 11]",0.46
sheep,horse,"[21, 22, 23, 24]","[2, 7, 12]",0.59
sheep,horse,"[21, 22, 23, 24]","[3, 8, 13]",0.52
sheep,horse,"[21, 22, 23, 24]","[4, 9, 14]",0.65
sheep,horse,"[21, 22, 23, 24]","[5, 10, 15]",0.7
sheep,horse,"[21, 22, 23, 24]","[6, 11, 16]",0.58
sheep,horse,"[21, 22, 23, 24]","[7, 12, 17]",0.45
sheep,horse,"[21, 22, 23, 24]","[8, 13, 18]",0.38
sheep,horse,"[21, 22, 23, 24]","[9, 14, 19]",0.37
sheep,horse,"[21, 22, 23, 24]","[10, 15, 20]",0.83
sheep,horse,"[21, 22, 23, 24]","[15, 20, 25]",1.0
sheep,horse,"[22, 23, 24, 25]","[1, 6, 11]",0.74
sheep,horse,"[22, 23, 24, 25]","[2, 7, 12]",0.56
sheep,horse,"[22, 23, 24, 25]","[3, 8, 13]",0.6
sheep,horse,"[22, 23, 24, 25]","[4, 9, 14]",0.57
sheep,horse,"[22, 23, 24, 25]","[5, 10, 15]",0.49
sheep,horse,"[22, 23, 24, 25]","[6, 11, 16]",0.69
sheep,horse,"[22, 23, 24, 25]","[7, 12, 17]",0.4
sheep,horse,"[22, 23, 24, 25]","[8, 13, 18]",0.44
sheep,horse,"[22, 23, 24, 25]","[9, 14, 19]",0.48
sheep,horse,"[22, 23, 24, 25]","[10, 15, 20]",0.5
sheep,horse,"[22, 23, 24, 25]","[11, 16, 21]",1.0
pairing average win rate,0.5256410256410255, , , 
sheep,cow,"[1, 2, 3, 4]","[6, 7, 8]",0.49
sheep,cow,"[1, 2, 3, 4]","[7, 8, 9]",0.67
sheep,cow,"[1, 2, 3, 4]","[8, 9, 10]",0.51
sheep,cow,"[1, 2, 3, 4]","[11, 12, 13]",0.58
sheep,cow,"[1, 2, 3, 4]","[12, 13, 14]",0.67
sheep,cow,"[1, 2, 3, 4]","[13, 14, 15]",0.47
sheep,cow,"[1, 2, 3, 4]","[16, 17, 18]",0.5
sheep,cow,"[1, 2, 3, 4]","[17, 18, 19]",0.58
sheep,cow,"[1, 2, 3, 4]","[18, 19, 20]",0.54
sheep,cow,"[1, 2, 3, 4]","[21, 22, 23]",0.54
sheep,cow,"[1, 2, 3, 4]","[22, 23, 24]",0.78
sheep,cow,"[1, 2, 3, 4]","[23, 24, 25]",0.57
sheep,cow,"[2, 3, 4, 5]","[6, 7, 8]",0.55
sheep,cow,"[2, 3, 4, 5]","[7, 8, 9]",0.7
sheep,cow,"[2, 3, 4, 5]","[8, 9, 10]",0.51
sheep,cow,"[2, 3, 4, 5]","[11, 12, 13]",0.57
sheep,cow,"[2, 3, 4, 5]","[12, 13, 14]",0.72
sheep,cow,"[2, 3, 4, 5]","[13, 14, 15]",0.5
sheep,cow,"[2, 3, 4, 5]","[16, 17, 18]",0.53
sheep,cow,"[2, 3, 4, 5]","[17, 18, 19]",0.61
sheep,cow,"[2, 3, 4, 5]","[18, 19, 20]",0.48
sheep,cow,"[2, 3, 4, 5]","[21, 22, 23]",0.47
sheep,cow,"[2, 3, 4, 5]","[22, 23, 24]",0.59
sheep,cow,"[2, 3, 4, 5]","[23, 24, 25]",0.5
sheep,cow,"[6, 7, 8, 9]","[1, 2, 3]",0.5
sheep,cow,"[6, 7, 8, 9]","[2, 3, 4]",0.6
sheep,cow,"[6, 7, 8, 9]","[3, 4, 5]",0.49
sheep,cow,"[6, 7, 8, 9]","[11, 12, 13]",0.61
sheep,cow,"[6, 7, 8, 9]","[12, 13, 14]",0.59
sheep,cow,"[6, 7, 8, 9]","[13, 14, 15]",0.43
sheep,cow,"[6, 7, 8, 9]","[16, 17, 18]",0.55
sheep,cow,"[6, 7, 8, 9]","[17, 18, 19]",0.6
sheep,cow,"[6, 7, 8, 9]","[18, 19, 20]",0.58
sheep,cow,"[6, 7, 8, 9]","[21, 22, 23]",0.55
sheep,cow,"[6, 7, 8, 9]","[22, 23, 24]",0.61
sheep,cow,"[6, 7, 8, 9]","[23, 24, 25]",0.57
sheep,cow,"[7, 8, 9, 10]","[1, 2, 3]",0.55
sheep,cow,"[7, 8, 9, 10]","[2, 3, 4]",0.59
sheep,cow,"[7, 8, 9, 10]","[3, 4, 5]",0.49
sheep,cow,"[7, 8, 9, 10]","[11, 12, 13]",0.53
sheep,cow,"[7, 8, 9, 10]","[12, 13, 14]",0.64
sheep,cow,"[7, 8, 9, 10]","[13, 14, 15]",0.5
sheep,cow,"[7, 8, 9, 10]","[16, 17, 18]",0.6
sheep,cow,"[7, 8, 9, 10]","[17, 18, 19]",0.68
sheep,cow,"[7, 8, 9, 10]","[18, 19, 20]",0.48
sheep,cow,"[7, 8, 9, 10]","[21, 22, 23]",0.5
sheep,cow,"[7, 8, 9, 10]","[22, 23, 24]",0.67
sheep,cow,"[7, 8, 9, 10]","[23, 24, 25]",0.45
sheep,cow,"[11, 12, 13, 14]","[1, 2, 3]",0.62
sheep,cow,"[11, 12, 13, 14]","[2, 3, 4]",0.65
sheep,cow,"[11, 12, 13, 14]","[3, 4, 5]",0.64
sheep,cow,"[11, 12, 13, 14]","[6, 7, 8]",0.53
sheep,cow,"[11, 12, 13, 14]","[7, 8, 9]",0.66
sheep,cow,"[11, 12, 13, 14]","[8, 9, 10]",0.51
sheep,cow,"[11, 12, 13, 14]","[16, 17, 18]",0.54
sheep,cow,"[11, 12, 13, 14]","[17, 18, 19]",0.58
sheep,cow,"[11, 12, 13, 14]","[18, 19, 20]",0.54
sheep,cow,"[11, 12, 13, 14]","[21, 22, 23]",0.58
sheep,cow,"[11, 12, 13, 14]","[22, 23, 24]",0.6
sheep,cow,"[11, 12, 13, 14]","[23, 24, 25]",0.57
sheep,cow,"[12, 13, 14, 15]","[1, 2, 3]",0.44
sheep,cow,"[12, 13, 14, 15]","[2, 3, 4]",0.64
sheep,cow,"[12, 13, 14, 15]","[3, 4, 5]",0.51
sheep,cow,"[12, 13, 14, 15]","[6, 7, 8]",0.5
sheep,cow,"[12, 13, 14, 15]","[7, 8, 9]",0.58
sheep,cow,"[12, 13, 14, 15]","[8, 9, 10]",0.55
sheep,cow,"[12, 13, 14, 15]","[16, 17, 18]",0.56
sheep,cow,"[12, 13, 14, 15]","[17, 18, 19]",0.63
sheep,cow,"[12, 13, 14, 15]","[18, 19, 20]",0.55
sheep,cow,"[12, 13, 14, 15]","[21, 22, 23]",0.46
sheep,cow,"[12, 13, 14, 15]","[22, 23, 24]",0.63
sheep,cow,"[12, 13, 14, 15]","[23, 24, 25]",0.5
sheep,cow,"[16, 17, 18, 19]","[1, 2, 3]",0.5
sheep,cow,"[16, 17, 18, 19]","[2, 3, 4]",0.57
sheep,cow,"[16, 17, 18, 19]","[3, 4, 5]",0.54
sheep,cow,"[16, 17, 18, 19]","[6, 7, 8]",0.51
sheep,cow,"[16, 17, 18, 19]","[7, 8, 9]",0.68
sheep,cow,"[16, 17, 18, 19]","[8, 9, 10]",0.59
sheep,cow,"[16, 17, 18, 19]","[11, 12, 13]",0.63
sheep,cow,"[16, 17, 18, 19]","[12, 13, 14]",0.64
sheep,cow,"[16, 17, 18, 19]","[13, 14, 15]",0.5
sheep,cow,"[16, 17, 18, 19]","[21, 22, 23]",0.58
sheep,cow,"[16, 17, 18, 19]","[22, 23, 24]",0.59
sheep,cow,"[16, 17, 18, 19]","[23, 24, 25]",0.63
sheep,cow,"[17, 18, 19, 20]","[1, 2, 3]",0.54
sheep,cow,"[17, 18, 19, 20]","[2, 3, 4]",0.68
sheep,cow,"[17, 18, 19, 20]","[3, 4, 5]",0.44
sheep,cow,"[17, 18, 19, 20]","[6, 7, 8]",0.59
sheep,cow,"[17, 18, 19, 20]","[7, 8, 9]",0.55
sheep,cow,"[17, 18, 19, 20]","[8, 9, 10]",0.49
sheep,cow,"[17, 18, 19, 20]","[11, 12, 13]",0.56
sheep,cow,"[17, 18, 19, 20]","[12, 13, 14]",0.65
sheep,cow,"[17, 18, 19, 20]","[13, 14, 15]",0.52
sheep,cow,"[17, 18, 19, 20]","[21, 22, 23]",0.47
sheep,cow,"[17, 18, 19, 20]","[22, 23, 24]",0.61
sheep,cow,"[17, 18, 19, 20]","[23, 24, 25]",0.57
sheep,cow,"[21, 22, 23, 24]","[1, 2, 3]",0.46
sheep,cow,"[21, 22, 23, 24]","[2, 3, 4]",0.58
sheep,cow,"[21, 22, 23, 24]","[3, 4, 5]",0.57
sheep,cow,"[21, 22, 23, 24]","[6, 7, 8]",0.55
sheep,cow,"[21, 22, 23, 24]","[7, 8, 9]",0.68
sheep,cow,"[21, 22, 23, 24]","[8, 9, 10]",0.49
sheep,cow,"[21, 22, 23, 24]","[11, 12, 13]",0.49
sheep,cow,"[21, 22, 23, 24]","[12, 13, 14]",0.73
sheep,cow,"[21, 22, 23, 24]","[13, 14, 15]",0.52
sheep,cow,"[21, 22, 23, 24]","[16, 17, 18]",0.48
sheep,cow,"[21, 22, 23, 24]","[17, 18, 19]",0.73
sheep,cow,"[21, 22, 23, 24]","[18, 19, 20]",0.55
sheep,cow,"[22, 23, 24, 25]","[1, 2, 3]",0.54
sheep,cow,"[22, 23, 24, 25]","[2, 3, 4]",0.61
sheep,cow,"[22, 23, 24, 25]","[3, 4, 5]",0.56
sheep,cow,"[22, 23, 24, 25]","[6, 7, 8]",0.52
sheep,cow,"[22, 23, 24, 25]","[7, 8, 9]",0.55
sheep,cow,"[22, 23, 24, 25]","[8, 9, 10]",0.45
sheep,cow,"[22, 23, 24, 25]","[11, 12, 13]",0.56
sheep,cow,"[22, 23, 24, 25]","[12, 13, 14]",0.63
sheep,cow,"[22, 23, 24, 25]","[13, 14, 15]",0.59
sheep,cow,"[22, 23, 24, 25]","[16, 17, 18]",0.57
sheep,cow,"[22, 23, 24, 25]","[17, 18, 19]",0.63
sheep,cow,"[22, 23, 24, 25]","[18, 19, 20]",0.55
pairing average win rate,0.5648333333333332, , , 
sheep,unicorn,"[1, 2, 3, 4]","[6, 12, 13]",0.57
sheep,unicorn,"[1, 2, 3, 4]","[7, 13, 14]",0.6
sheep,unicorn,"[1, 2, 3, 4]","[8, 14, 15]",0.73
sheep,unicorn,"[1, 2, 3, 4]","[11, 17, 18]",0.65
sheep,unicorn,"[1, 2, 3, 4]","[12, 18, 19]",0.6
sheep,unicorn,"[1, 2, 3, 4]","[13, 19, 20]",0.82
sheep,unicorn,"[1, 2, 3, 4]","[16, 22, 23]",0.39
sheep,unicorn,"[1, 2, 3, 4]","[17, 23, 24]",0.39
sheep,unicorn,"[1, 2, 3, 4]","[18, 24, 25]",0.77
sheep,unicorn,"[2, 3, 4, 5]","[1, 7, 8]",0.66
sheep,unicorn,"[2, 3, 4, 5]","[6, 12, 13]",0.67
sheep,unicorn,"[2, 3, 4, 5]","[7, 13, 14]",0.59
sheep,unicorn,"[2, 3, 4, 5]","[8, 14, 15]",0.62
sheep,unicorn,"[2, 3, 4, 5]","[11, 17, 18]",0.55
sheep,unicorn,"[2, 3, 4, 5]","[12, 18, 19]",0.62
sheep,unicorn,"[2, 3, 4, 5]","[13, 19, 20]",0.86
sheep,unicorn,"[2, 3, 4, 5]","[16, 22, 23]",0.42
sheep,unicorn,"[2, 3, 4, 5]","[17, 23, 24]",0.44
sheep,unicorn,"[2, 3, 4, 5]","[18, 24, 25]",0.79
sheep,unicorn,"[6, 7, 8, 9]","[11, 17, 18]",0.86
sheep,unicorn,"[6, 7, 8, 9]","[12, 18, 19]",0.88
sheep,unicorn,"[6, 7, 8, 9]","[13, 19, 20]",0.84
sheep,unicorn,"[6, 7, 8, 9]","[16, 22, 23]",0.72
sheep,unicorn,"[6, 7, 8, 9]","[17, 23, 24]",0.79
sheep,unicorn,"[6, 7, 8, 9]","[18, 24, 25]",0.97
sheep,unicorn,"[7, 8, 9, 10]","[6, 12, 13]",0.76
sheep,unicorn,"[7, 8, 9, 10]","[11, 17, 18]",0.92
sheep,unicorn,"[7, 8, 9, 10]","[12, 18, 19]",0.88
sheep,unicorn,"[7, 8, 9, 10]","[13, 19, 20]",0.77
sheep,unicorn,"[7, 8, 9, 10]","[16, 22, 23]",0.74
sheep,unicorn,"[7, 8, 9, 10]","[17, 23, 24]",0.71
sheep,unicorn,"[7, 8, 9, 10]","[18, 24, 25]",0.97
sheep,unicorn,"[11, 12, 13, 14]","[1, 7, 8]",0.79
sheep,unicorn,"[11, 12, 13, 14]","[2, 8, 9]",0.96
sheep,unicorn,"[11, 12, 13, 14]","[3, 9, 10]",0.8
sheep,unicorn,"[11, 12, 13, 14]","[16, 22, 23]",0.73
sheep,unicorn,"[11, 12, 13, 14]","[17, 23, 24]",0.9
sheep,unicorn,"[11, 12, 13, 14]","[18, 24, 25]",0.95
sheep,unicorn,"[12, 13, 14, 15]","[1, 7, 8]",0.78
sheep,unicorn,"[12, 13, 14, 15]","[2, 8, 9]",0.94
sheep,unicorn,"[12, 13, 14, 15]","[3, 9, 10]",0.79
sheep,unicorn,"[12, 13, 14, 15]","[11, 17, 18]",0.97
sheep,unicorn,"[12, 13, 14, 15]","[16, 22, 23]",0.68
sheep,unicorn,"[12, 13, 14, 15]","[17, 23, 24]",0.87
sheep,unicorn,"[12, 13, 14, 15]","[18, 24, 25]",0.88
sheep,unicorn,"[16, 17, 18, 19]","[1, 7, 8]",0.84
sheep,unicorn,"[16, 17, 18, 19]","[2, 8, 9]",0.95
sheep,unicorn,"[16, 17, 18, 19]","[3, 9, 10]",0.95
sheep,unicorn,"[16, 17, 18, 19]","[6, 12, 13]",1.0
