animal_1,animal_2,chosen_1,chosen_2,win_rate
moonkey,tribble,"[11, 16, 18, 23]","[3, 7, 8, 9]",1.0
moonkey,tribble,"[11, 16, 18, 23]","[4, 8, 9, 10]",1.0
moonkey,tribble,"[11, 16, 18, 23]","[8, 12, 13, 14]",1.0
moonkey,tribble,"[11, 16, 18, 23]","[9, 13, 14, 15]",1.0
moonkey,tribble,"[12, 17, 19, 24]","[2, 6, 7, 8]",1.0
moonkey,tribble,"[12, 17, 19, 24]","[3, 7, 8, 9]",1.0
moonkey,tribble,"[12, 17, 19, 24]","[4, 8, 9, 10]",1.0
moonkey,tribble,"[12, 17, 19, 24]","[9, 13, 14, 15]",1.0
moonkey,tribble,"[13, 18, 20, 25]","[2, 6, 7, 8]",1.0
moonkey,tribble,"[13, 18, 20, 25]","[3, 7, 8, 9]",1.0
moonkey,tribble,"[13, 18, 20, 25]","[4, 8, 9, 10]",1.0
moonkey,tribble,"[13, 18, 20, 25]","[17, 21, 22, 23]",0.49
pairing average win rate,0.8673170731707318, , , 
moonkey,moonicorn,"[1, 6, 8, 13]","[4, 9, 10]",0.87
moonkey,moonicorn,"[1, 6, 8, 13]","[9, 14, 15]",1.0
moonkey,moonicorn,"[1, 6, 8, 13]","[11, 16, 17]",1.0
moonkey,moonicorn,"[1, 6, 8, 13]","[12, 17, 18]",1.0
moonkey,moonicorn,"[1, 6, 8, 13]","[14, 19, 20]",0.86
moonkey,moonicorn,"[1, 6, 8, 13]","[16, 21, 22]",0.49
moonkey,moonicorn,"[1, 6, 8, 13]","[17, 22, 23]",1.0
moonkey,moonicorn,"[1, 6, 8, 13]","[18, 23, 24]",0.85
moonkey,moonicorn,"[1, 6, 8, 13]","[19, 24, 25]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[6, 11, 12]",0.46
moonkey,moonicorn,"[2, 7, 9, 14]","[11, 16, 17]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[12, 17, 18]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[13, 18, 19]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[16, 21, 22]",0.52
moonkey,moonicorn,"[2, 7, 9, 14]","[17, 22, 23]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[18, 23, 24]",1.0
moonkey,moonicorn,"[2, 7, 9, 14]","[19, 24, 25]",1.0
moonkey,moonicorn,"[3, 8, 10, 15]","[1, 6, 7]",1.0
moonkey,moonicorn,"[3, 8, 10, 15]","[6, 11, 12]",0.0
moonkey,moonicorn,"[3, 8, 10, 15]","[7, 12, 13]",1.0
moonkey,moonicorn,"[3, 8, 10, 15]","[11, 16, 17]",0.68
moonkey,moonicorn,"[3, 8, 10, 15]","[12, 17, 18]",0.7
moonkey,moonicorn,"[3, 8, 10, 15]","[13, 18, 19]",1.0
moonkey,moonicorn,"[3, 8, 10, 15]","[14, 19, 20]",0.31
moonkey,moonicorn,"[3, 8, 10, 15]","[16, 21, 22]",0.0
moonkey,moonicorn,"[3, 8, 10, 15]","[17, 22, 23]",0.69
moonkey,moonicorn,"[3, 8, 10, 15]","[18, 23, 24]",0.23
moonkey,moonicorn,"[3, 8, 10, 15]","[19, 24, 25]",0.48
moonkey,moonicorn,"[6, 11, 13, 18]","[2, 7, 8]",1.0
moonkey,moonicorn,"[6, 11, 13, 18]","[3, 8, 9]",1.0
moonkey,moonicorn,"[6, 11, 13, 18]","[4, 9, 10]",0.62
moonkey,moonicorn,"[6, 11, 13, 18]","[9, 14, 15]",0.86
moonkey,moonicorn,"[6, 11, 13, 18]","[14, 19, 20]",0.83
moonkey,moonicorn,"[6, 11, 13, 18]","[16, 21, 22]",0.77
moonkey,moonicorn,"[6, 11, 13, 18]","[17, 22, 23]",0.78
moonkey,moonicorn,"[6, 11, 13, 18]","[19, 24, 25]",0.59
moonkey,moonicorn,"[7, 12, 14, 19]","[3, 8, 9]",1.0
moonkey,moonicorn,"[7, 12, 14, 19]","[4, 9, 10]",1.0
moonkey,moonicorn,"[7, 12, 14, 19]","[11, 16, 17]",0.71
moonkey,moonicorn,"[7, 12, 14, 19]","[16, 21, 22]",0.84
moonkey,moonicorn,"[7, 12, 14, 19]","[17, 22, 23]",0.9
moonkey,moonicorn,"[7, 12, 14, 19]","[18, 23, 24]",0.6
moonkey,moonicorn,"[8, 13, 15, 20]","[1, 6, 7]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[4, 9, 10]",0.46
moonkey,moonicorn,"[8, 13, 15, 20]","[6, 11, 12]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[11, 16, 17]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[12, 17, 18]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[16, 21, 22]",0.53
moonkey,moonicorn,"[8, 13, 15, 20]","[17, 22, 23]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[18, 23, 24]",1.0
moonkey,moonicorn,"[8, 13, 15, 20]","[19, 24, 25]",1.0
moonkey,moonicorn,"[11, 16, 18, 23]","[1, 6, 7]",1.0
moonkey,moonicorn,"[11, 16, 18, 23]","[2, 7, 8]",1.0
moonkey,moonicorn,"[11, 16, 18, 23]","[3, 8, 9]",0.58
moonkey,moonicorn,"[11, 16, 18, 23]","[4, 9, 10]",0.33
moonkey,moonicorn,"[11, 16, 18, 23]","[7, 12, 13]",1.0
moonkey,moonicorn,"[11, 16, 18, 23]","[8, 13, 14]",1.0
moonkey,moonicorn,"[11, 16, 18, 23]","[9, 14, 15]",0.46
moonkey,moonicorn,"[11, 16, 18, 23]","[14, 19, 20]",0.46
moonkey,moonicorn,"[11, 16, 18, 23]","[19, 24, 25]",0.36
moonkey,moonicorn,"[12, 17, 19, 24]","[1, 6, 7]",1.0
moonkey,moonicorn,"[12, 17, 19, 24]","[2, 7, 8]",1.0
moonkey,moonicorn,"[12, 17, 19, 24]","[3, 8, 9]",0.57
moonkey,moonicorn,"[12, 17, 19, 24]","[4, 9, 10]",0.44
moonkey,moonicorn,"[12, 17, 19, 24]","[8, 13, 14]",1.0
moonkey,moonicorn,"[12, 17, 19, 24]","[9, 14, 15]",0.41
moonkey,moonicorn,"[12, 17, 19, 24]","[16, 21, 22]",0.49
moonkey,moonicorn,"[13, 18, 20, 25]","[1, 6, 7]",0.54
moonkey,moonicorn,"[13, 18, 20, 25]","[2, 7, 8]",1.0
moonkey,moonicorn,"[13, 18, 20, 25]","[3, 8, 9]",1.0
moonkey,moonicorn,"[13, 18, 20, 25]","[4, 9, 10]",0.73
moonkey,moonicorn,"[13, 18, 20, 25]","[6, 11, 12]",0.91
moonkey,moonicorn,"[13, 18, 20, 25]","[9, 14, 15]",0.74
moonkey,moonicorn,"[13, 18, 20, 25]","[11, 16, 17]",0.79
moonkey,moonicorn,"[13, 18, 20, 25]","[16, 21, 22]",0.7
moonkey,moonicorn,"[13, 18, 20, 25]","[17, 22, 23]",0.6
pairing average win rate,0.7728947368421052, , , 
moonkey,luna moth,"[1, 6, 8, 13]","[3, 5, 14]",1.0
moonkey,luna moth,"[1, 6, 8, 13]","[7, 9, 18]",1.0
moonkey,luna moth,"[1, 6, 8, 13]","[12, 14, 23]",1.0
moonkey,luna moth,"[2, 7, 9, 14]","[1, 3, 12]",1.0
moonkey,luna moth,"[2, 7, 9, 14]","[6, 8, 17]",1.0
moonkey,luna moth,"[2, 7, 9, 14]","[8, 10, 19]",1.0
moonkey,luna moth,"[2, 7, 9, 14]","[11, 13, 22]",1.0
moonkey,luna moth,"[2, 7, 9, 14]","[13, 15, 24]",1.0
moonkey,luna moth,"[3, 8, 10, 15]","[2, 4, 13]",1.0
moonkey,luna moth,"[3, 8, 10, 15]","[7, 9, 18]",1.0
moonkey,luna moth,"[3, 8, 10, 15]","[11, 13, 22]",1.0
moonkey,luna moth,"[3, 8, 10, 15]","[12, 14, 23]",1.0
moonkey,luna moth,"[6, 11, 13, 18]","[1, 3, 12]",1.0
moonkey,luna moth,"[6, 11, 13, 18]","[3, 5, 14]",1.0
moonkey,luna moth,"[6, 11, 13, 18]","[8, 10, 19]",1.0
moonkey,luna moth,"[6, 11, 13, 18]","[12, 14, 23]",1.0
moonkey,luna moth,"[7, 12, 14, 19]","[2, 4, 13]",1.0
moonkey,luna moth,"[7, 12, 14, 19]","[6, 8, 17]",1.0
moonkey,luna moth,"[7, 12, 14, 19]","[11, 13, 22]",1.0
moonkey,luna moth,"[7, 12, 14, 19]","[13, 15, 24]",1.0
moonkey,luna moth,"[8, 13, 15, 20]","[1, 3, 12]",1.0
moonkey,luna moth,"[8, 13, 15, 20]","[3, 5, 14]",1.0
moonkey,luna moth,"[8, 13, 15, 20]","[7, 9, 18]",1.0
moonkey,luna moth,"[8, 13, 15, 20]","[12, 14, 23]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[1, 3, 12]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[2, 4, 13]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[3, 5, 14]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[6, 8, 17]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[8, 10, 19]",1.0
moonkey,luna moth,"[11, 16, 18, 23]","[13, 15, 24]",1.0
moonkey,luna moth,"[12, 17, 19, 24]","[2, 4, 13]",1.0
moonkey,luna moth,"[12, 17, 19, 24]","[3, 5, 14]",1.0
moonkey,luna moth,"[12, 17, 19, 24]","[7, 9, 18]",1.0
moonkey,luna moth,"[12, 17, 19, 24]","[11, 13, 22]",1.0
moonkey,luna moth,"[13, 18, 20, 25]","[1, 3, 12]",1.0
moonkey,luna moth,"[13, 18, 20, 25]","[3, 5, 14]",1.0
moonkey,luna moth,"[13, 18, 20, 25]","[6, 8, 17]",1.0
moonkey,luna moth,"[13, 18, 20, 25]","[8, 10, 19]",1.0
moonkey,luna moth,"[13, 18, 20, 25]","[12, 14, 23]",1.0
pairing average win rate,1.0, , , 
moonkey,jade rabbit,"[1, 6, 8, 13]","[3, 14]",1.0
moonkey,jade rabbit,"[1, 6, 8, 13]","[4, 15]",0.81
moonkey,jade rabbit,"[1, 6, 8, 13]","[7, 18]",0.85
moonkey,jade rabbit,"[1, 6, 8, 13]","[9, 20]",0.89
moonkey,jade rabbit,"[1, 6, 8, 13]","[11, 22]",0.73
moonkey,jade rabbit,"[1, 6, 8, 13]","[12, 23]",0.8
moonkey,jade rabbit,"[1, 6, 8, 13]","[14, 25]",1.0
moonkey,jade rabbit,"[2, 7, 9, 14]","[1, 12]",1.0
moonkey,jade rabbit,"[2, 7, 9, 14]","[4, 15]",0.74
moonkey,jade rabbit,"[2, 7, 9, 14]","[6, 17]",0.63
moonkey,jade rabbit,"[2, 7, 9, 14]","[8, 19]",0.69
moonkey,jade rabbit,"[2, 7, 9, 14]","[11, 22]",0.84
moonkey,jade rabbit,"[2, 7, 9, 14]","[12, 23]",1.0
moonkey,jade rabbit,"[2, 7, 9, 14]","[13, 24]",1.0
moonkey,jade rabbit,"[3, 8, 10, 15]","[1, 12]",1.0
moonkey,jade rabbit,"[3, 8, 10, 15]","[2, 13]",1.0
moonkey,jade rabbit,"[3, 8, 10, 15]","[6, 17]",0.45
moonkey,jade rabbit,"[3, 8, 10, 15]","[7, 18]",0.39
moonkey,jade rabbit,"[3, 8, 10, 15]","[9, 20]",0.43
moonkey,jade rabbit,"[3, 8, 10, 15]","[11, 22]",0.75
moonkey,jade rabbit,"[3, 8, 10, 15]","[12, 23]",1.0
moonkey,jade rabbit,"[3, 8, 10, 15]","[13, 24]",1.0
moonkey,jade rabbit,"[3, 8, 10, 15]","[14, 25]",0.8
moonkey,jade rabbit,"[6, 11, 13, 18]","[1, 12]",1.0
moonkey,jade rabbit,"[6, 11, 13, 18]","[3, 14]",0.97
moonkey,jade rabbit,"[6, 11, 13, 18]","[4, 15]",0.89
moonkey,jade rabbit,"[6, 11, 13, 18]","[8, 19]",0.91
moonkey,jade rabbit,"[6, 11, 13, 18]","[9, 20]",0.92
moonkey,jade rabbit,"[6, 11, 13, 18]","[12, 23]",0.98
moonkey,jade rabbit,"[6, 11, 13, 18]","[14, 25]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[2, 13]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[4, 15]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[6, 17]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[9, 20]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[11, 22]",1.0
moonkey,jade rabbit,"[7, 12, 14, 19]","[13, 24]",1.0
moonkey,jade rabbit,"[8, 13, 15, 20]","[1, 12]",1.0
moonkey,jade rabbit,"[8, 13, 15, 20]","[3, 14]",0.96
moonkey,jade rabbit,"[8, 13, 15, 20]","[6, 17]",0.99
moonkey,jade rabbit,"[8, 13, 15, 20]","[7, 18]",0.95
moonkey,jade rabbit,"[8, 13, 15, 20]","[11, 22]",0.96
moonkey,jade rabbit,"[8, 13, 15, 20]","[12, 23]",0.96
moonkey,jade rabbit,"[8, 13, 15, 20]","[14, 25]",1.0
moonkey,jade rabbit,"[11, 16, 18, 23]","[1, 12]",0.78
moonkey,jade rabbit,"[11, 16, 18, 23]","[2, 13]",1.0
moonkey,jade rabbit,"[11, 16, 18, 23]","[3, 14]",1.0
moonkey,jade rabbit,"[11, 16, 18, 23]","[4, 15]",0.78
moonkey,jade rabbit,"[11, 16, 18, 23]","[6, 17]",0.54
moonkey,jade rabbit,"[11, 16, 18, 23]","[8, 19]",0.43
moonkey,jade rabbit,"[11, 16, 18, 23]","[9, 20]",0.46
moonkey,jade rabbit,"[11, 16, 18, 23]","[13, 24]",1.0
moonkey,jade rabbit,"[11, 16, 18, 23]","[14, 25]",1.0
moonkey,jade rabbit,"[12, 17, 19, 24]","[2, 13]",1.0
moonkey,jade rabbit,"[12, 17, 19, 24]","[3, 14]",1.0
moonkey,jade rabbit,"[12, 17, 19, 24]","[4, 15]",0.89
moonkey,jade rabbit,"[12, 17, 19, 24]","[7, 18]",0.76
moonkey,jade rabbit,"[12, 17, 19, 24]","[9, 20]",0.66
moonkey,jade rabbit,"[12, 17, 19, 24]","[11, 22]",0.84
moonkey,jade rabbit,"[12, 17, 19, 24]","[14, 25]",1.0
moonkey,jade rabbit,"[13, 18, 20, 25]","[1, 12]",1.0
moonkey,jade rabbit,"[13, 18, 20, 25]","[3, 14]",0.73
moonkey,jade rabbit,"[13, 18, 20, 25]","[4, 15]",0.8
moonkey,jade rabbit,"[13, 18, 20, 25]","[6, 17]",0.86
moonkey,jade rabbit,"[13, 18, 20, 25]","[8, 19]",0.85
moonkey,jade rabbit,"[13, 18, 20, 25]","[11, 22]",0.77
moonkey,jade rabbit,"[13, 18, 20, 25]","[12, 23]",1.0
pairing average win rate,0.8703030303030304, , , 
lunar tick,tribble,"[2, 12, 16, 18]","[3, 7, 8, 9]",0.93
lunar tick,tribble,"[2, 12, 16, 18]","[4, 8, 9, 10]",0.94
lunar tick,tribble,"[2, 12, 16, 18]","[9, 13, 14, 15]",1.0
lunar tick,tribble,"[2, 12, 16, 18]","[17, 21, 22, 23]",0.87
lunar tick,tribble,"[2, 12, 16, 18]","[19, 23, 24, 25]",0.83
lunar tick,tribble,"[3, 13, 17, 19]","[2, 6, 7, 8]",0.86
lunar tick,tribble,"[3, 13, 17, 19]","[4, 8, 9, 10]",0.83
lunar tick,tribble,"[3, 13, 17, 19]","[18, 22, 23, 24]",1.0
lunar tick,tribble,"[4, 14, 18, 20]","[2, 6, 7, 8]",0.89
lunar tick,tribble,"[4, 14, 18, 20]","[3, 7, 8, 9]",0.89
lunar tick,tribble,"[4, 14, 18, 20]","[7, 11, 12, 13]",1.0
lunar tick,tribble,"[4, 14, 18, 20]","[17, 21, 22, 23]",0.84
lunar tick,tribble,"[4, 14, 18, 20]","[19, 23, 24, 25]",0.81
lunar tick,tribble,"[7, 17, 21, 23]","[4, 8, 9, 10]",1.0
lunar tick,tribble,"[7, 17, 21, 23]","[8, 12, 13, 14]",0.97
lunar tick,tribble,"[7, 17, 21, 23]","[9, 13, 14, 15]",1.0
lunar tick,tribble,"[7, 17, 21, 23]","[14, 18, 19, 20]",1.0
lunar tick,tribble,"[8, 18, 22, 24]","[7, 11, 12, 13]",1.0
lunar tick,tribble,"[8, 18, 22, 24]","[9, 13, 14, 15]",1.0
lunar tick,tribble,"[9, 19, 23, 25]","[2, 6, 7, 8]",0.98
lunar tick,tribble,"[9, 19, 23, 25]","[7, 11, 12, 13]",1.0
lunar tick,tribble,"[9, 19, 23, 25]","[8, 12, 13, 14]",1.0
lunar tick,tribble,"[9, 19, 23, 25]","[12, 16, 17, 18]",1.0
pairing average win rate,0.9408695652173915, , , 
lunar tick,moonicorn,"[2, 12, 16, 18]","[1, 6, 7]",0.62
lunar tick,moonicorn,"[2, 12, 16, 18]","[3, 8, 9]",1.0
lunar tick,moonicorn,"[2, 12, 16, 18]","[4, 9, 10]",1.0
lunar tick,moonicorn,"[2, 12, 16, 18]","[8, 13, 14]",1.0
lunar tick,moonicorn,"[2, 12, 16, 18]","[9, 14, 15]",1.0
lunar tick,moonicorn,"[2, 12, 16, 18]","[14, 19, 20]",1.0
lunar tick,moonicorn,"[2, 12, 16, 18]","[17, 22, 23]",0.69
lunar tick,moonicorn,"[2, 12, 16, 18]","[19, 24, 25]",0.67
lunar tick,moonicorn,"[3, 13, 17, 19]","[1, 6, 7]",1.0
lunar tick,moonicorn,"[3, 13, 17, 19]","[2, 7, 8]",0.81
lunar tick,moonicorn,"[3, 13, 17, 19]","[4, 9, 10]",1.0
lunar tick,moonicorn,"[3, 13, 17, 19]","[6, 11, 12]",0.77
lunar tick,moonicorn,"[3, 13, 17, 19]","[9, 14, 15]",1.0
lunar tick,moonicorn,"[3, 13, 17, 19]","[16, 21, 22]",0.52
lunar tick,moonicorn,"[3, 13, 17, 19]","[18, 23, 24]",1.0
lunar tick,moonicorn,"[4, 14, 18, 20]","[1, 6, 7]",1.0
lunar tick,moonicorn,"[4, 14, 18, 20]","[2, 7, 8]",1.0
lunar tick,moonicorn,"[4, 14, 18, 20]","[3, 8, 9]",0.46
lunar tick,moonicorn,"[4, 14, 18, 20]","[6, 11, 12]",0.75
lunar tick,moonicorn,"[4, 14, 18, 20]","[7, 12, 13]",1.0
lunar tick,moonicorn,"[4, 14, 18, 20]","[11, 16, 17]",1.0
lunar tick,moonicorn,"[4, 14, 18, 20]","[16, 21, 22]",0.87
lunar tick,moonicorn,"[4, 14, 18, 20]","[17, 22, 23]",0.82
lunar tick,moonicorn,"[4, 14, 18, 20]","[19, 24, 25]",0.49
lunar tick,moonicorn,"[7, 17, 21, 23]","[3, 8, 9]",0.64
lunar tick,moonicorn,"[7, 17, 21, 23]","[4, 9, 10]",0.66
lunar tick,moonicorn,"[7, 17, 21, 23]","[6, 11, 12]",0.41
lunar tick,moonicorn,"[7, 17, 21, 23]","[8, 13, 14]",0.45
lunar tick,moonicorn,"[7, 17, 21, 23]","[9, 14, 15]",0.71
lunar tick,moonicorn,"[7, 17, 21, 23]","[13, 18, 19]",1.0
lunar tick,moonicorn,"[7, 17, 21, 23]","[14, 19, 20]",1.0
lunar tick,moonicorn,"[7, 17, 21, 23]","[19, 24, 25]",1.0
lunar tick,moonicorn,"[8, 18, 22, 24]","[1, 6, 7]",0.7
lunar tick,moonicorn,"[8, 18, 22, 24]","[4, 9, 10]",0.63
lunar tick,moonicorn,"[8, 18, 22, 24]","[6, 11, 12]",1.0
lunar tick,moonicorn,"[8, 18, 22, 24]","[7, 12, 13]",1.0
lunar tick,moonicorn,"[8, 18, 22, 24]","[9, 14, 15]",1.0
lunar tick,moonicorn,"[8, 18, 22, 24]","[11, 16, 17]",0.59
lunar tick,moonicorn,"[8, 18, 22, 24]","[14, 19, 20]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[1, 6, 7]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[2, 7, 8]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[6, 11, 12]",0.67
lunar tick,moonicorn,"[9, 19, 23, 25]","[7, 12, 13]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[8, 13, 14]",0.55
lunar tick,moonicorn,"[9, 19, 23, 25]","[11, 16, 17]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[12, 17, 18]",1.0
lunar tick,moonicorn,"[9, 19, 23, 25]","[16, 21, 22]",0.74
pairing average win rate,0.8344680851063829, , , 
lunar tick,luna moth,"[2, 12, 16, 18]","[3, 5, 14]",1.0
lunar tick,luna moth,"[2, 12, 16, 18]","[6, 8, 17]",1.0
lunar tick,luna moth,"[2, 12, 16, 18]","[8, 10, 19]",1.0
lunar tick,luna moth,"[2, 12, 16, 18]","[11, 13, 22]",1.0
lunar tick,luna moth,"[2, 12, 16, 18]","[13, 15, 24]",1.0
lunar tick,luna moth,"[3, 13, 17, 19]","[7, 9, 18]",1.0
lunar tick,luna moth,"[3, 13, 17, 19]","[12, 14, 23]",1.0
lunar tick,luna moth,"[4, 14, 18, 20]","[1, 3, 12]",1.0
lunar tick,luna moth,"[4, 14, 18, 20]","[6, 8, 17]",1.0
lunar tick,luna moth,"[4, 14, 18, 20]","[8, 10, 19]",1.0
lunar tick,luna moth,"[4, 14, 18, 20]","[11, 13, 22]",1.0
lunar tick,luna moth,"[4, 14, 18, 20]","[13, 15, 24]",1.0
lunar tick,luna moth,"[7, 17, 21, 23]","[1, 3, 12]",0.75
lunar tick,luna moth,"[7, 17, 21, 23]","[2, 4, 13]",0.85
lunar tick,luna moth,"[7, 17, 21, 23]","[3, 5, 14]",0.76
lunar tick,luna moth,"[7, 17, 21, 23]","[8, 10, 19]",1.0
lunar tick,luna moth,"[7, 17, 21, 23]","[11, 13, 22]",0.78
lunar tick,luna moth,"[7, 17, 21, 23]","[13, 15, 24]",0.8
lunar tick,luna moth,"[8, 18, 22, 24]","[1, 3, 12]",1.0
lunar tick,luna moth,"[8, 18, 22, 24]","[2, 4, 13]",1.0
lunar tick,luna moth,"[8, 18, 22, 24]","[3, 5, 14]",1.0
lunar tick,luna moth,"[8, 18, 22, 24]","[12, 14, 23]",1.0
lunar tick,luna moth,"[9, 19, 23, 25]","[1, 3, 12]",0.7
lunar tick,luna moth,"[9, 19, 23, 25]","[2, 4, 13]",0.88
lunar tick,luna moth,"[9, 19, 23, 25]","[3, 5, 14]",0.85
lunar tick,luna moth,"[9, 19, 23, 25]","[6, 8, 17]",1.0
lunar tick,luna moth,"[9, 19, 23, 25]","[11, 13, 22]",0.84
lunar tick,luna moth,"[9, 19, 23, 25]","[13, 15, 24]",0.81
pairing average win rate,0.9292857142857143, , , 
lunar tick,jade rabbit,"[2, 12, 16, 18]","[3, 14]",1.0
lunar tick,jade rabbit,"[2, 12, 16, 18]","[4, 15]",0.74
lunar tick,jade rabbit,"[2, 12, 16, 18]","[6, 17]",0.64
lunar tick,jade rabbit,"[2, 12, 16, 18]","[8, 19]",0.64
lunar tick,jade rabbit,"[2, 12, 16, 18]","[9, 20]",0.55
lunar tick,jade rabbit,"[2, 12, 16, 18]","[11, 22]",0.63
lunar tick,jade rabbit,"[2, 12, 16, 18]","[13, 24]",0.69
lunar tick,jade rabbit,"[2, 12, 16, 18]","[14, 25]",1.0
lunar tick,jade rabbit,"[3, 13, 17, 19]","[1, 12]",0.58
lunar tick,jade rabbit,"[3, 13, 17, 19]","[4, 15]",0.61
lunar tick,jade rabbit,"[3, 13, 17, 19]","[7, 18]",1.0
lunar tick,jade rabbit,"[3, 13, 17, 19]","[9, 20]",0.64
lunar tick,jade rabbit,"[3, 13, 17, 19]","[11, 22]",0.68
lunar tick,jade rabbit,"[3, 13, 17, 19]","[12, 23]",1.0
